Cycle,Battery ID,Min Voltage (V),Max Voltage (V),Internal Resistance (Ohms),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),SOH (%),Charge-Discharge Efficiency (%),Energy Efficiency (%)
27,B0047,3.5604378520717828,4.214585091371196,3.667245907792648,1.2613374380867506,1.228088614506696,5.281821373624423,4.280478787300608,61.404430725334805,97.36400248053464,81.04171808376233
28,B0047,3.706473532379946,4.214660561700371,3.674971408169805,1.2510267509853603,1.2139857189070042,5.253371222227895,4.2395936633192415,60.69928594535021,97.03914947868373,80.70234300939573
29,B0047,3.568231633793463,4.214661334272259,3.651521402785922,1.2527892385536754,1.2173435064564189,5.2492641807584,4.235797195860108,60.86717532282094,97.17065480717426,80.69316098410064
30,B0047,3.557399004729644,4.21457263692493,3.653511116984893,1.2445901259653245,1.2073445944515917,5.216543705802416,4.201333107000751,60.36722972257959,97.00740583291672,80.5386352332784
31,B0047,3.556230600803466,4.214786310438303,3.67062200109946,1.235322922149584,1.18804049227045,5.1766044927566695,4.150267461192182,59.4020246135225,96.17246397428956,80.17354748656996
32,B0047,3.574766248146386,4.214644221641322,3.6501200660877338,1.2216495891129269,1.186304749886542,5.11986883206602,4.133479186316174,59.3152374943271,97.10679399875625,80.7340836630026
33,B0047,3.711980106183482,4.214680953713717,3.5796418159180337,1.213056939380571,1.2613935471028506,5.095420062372842,4.384181600740532,63.06967735514253,103.98469405294048,86.04161280275096
34,B0047,3.682037020804139,4.214604710716007,3.635932284718153,1.312150038644592,1.2648246158850651,5.506917154609536,4.42778139862624,63.241230794253255,96.3932918213825,80.40399509042894
35,B0047,3.5188091756378754,4.214658771411199,3.6213758819572783,1.2979599277313525,1.24664945489822,5.434427482012785,4.355633408117811,62.332472744911,96.04683690637384,80.14889190322927
36,B0047,3.520841229857325,4.21461278171805,3.616269064651625,1.272877963604926,1.2333924152795082,5.328893530381256,4.301521555111568,61.66962076397541,96.89793134499786,80.72072618054007
37,B0047,3.523514947035028,4.214576206595941,3.62728133369226,1.2617826621352732,1.2129250072037692,5.284549414970633,4.240573583189137,60.64625036018846,96.12788664817886,80.2447522049087
38,B0047,3.538949245081904,4.214859623273995,3.634372929343038,1.245403183065524,1.1999106597943647,5.2168685990141865,4.185429793575514,59.99553298971824,96.34716500730464,80.22877544522437
39,B0047,3.710719641802192,4.214633379872605,3.632647964341319,1.2246286599873375,1.1902559038393383,5.144530357188638,4.150060221650666,59.51279519196692,97.19320988712164,80.6693698648631
40,B0047,3.555737462507762,4.21457958129837,3.5860408245457966,1.2285258352200978,1.1892563795455853,5.149222444687366,4.145938122861655,59.46281897727926,96.80353033296387,80.51580927794575
41,B0047,3.524632065284019,4.214579040839543,3.610232292854972,1.2203575722905389,1.167069685125939,5.113380587336804,4.081552686947711,58.35348425629695,95.6334202061301,79.82102284847724
42,B0047,3.5509134579297763,4.2145673887334905,3.624842091276119,1.204400084501534,1.1615348403090369,5.046817039729546,4.049996171733383,58.07674201545184,96.44094643099947,80.24852376955633
43,B0047,3.562275118115322,4.214590125883356,3.609429592584251,1.1956000775836746,1.1555563844349988,5.011641496844304,4.023469959807494,57.77781922174994,96.65074518650044,80.28247755432956
44,B0047,3.714882420696893,4.214581891414263,3.607433332584956,1.184130954351202,1.1488524666097713,4.975541854333995,3.996743938456927,57.442623330488566,97.02072751229106,80.32781263764313
45,B0047,3.5560540796088107,4.2145517633940734,3.615213113697917,1.1897763260866243,1.143572986788779,4.986447265051066,3.971885559812939,57.17864933943895,96.11663652362157,79.65361606551079
46,B0047,3.5679205790594613,4.214703303442004,3.583069823929976,1.174504989164092,1.1418015379428537,4.9202575314802965,3.970924694474781,57.09007689714268,97.2155545082432,80.70562707477016
47,B0047,3.547229739948053,4.214617223521037,3.58226169490575,1.1759845750429607,1.136058647502255,4.928140968129492,3.949176206521663,56.802932375112746,96.60489360251624,80.1352118793103
48,B0047,3.5469616361849683,4.214638232108705,3.5939431573389244,1.1687805535172062,1.1236364680969286,4.89807041601572,3.91296454391612,56.18182340484643,96.1375054295329,79.88787852296899
49,B0047,3.718222966703296,4.214580384882155,3.549242623882335,1.154818143173944,1.1320498900328944,4.851874801807137,3.924194822460069,56.60249450164472,98.02841224173424,80.87996872875735
50,B0047,3.5228374603316124,4.214635203526074,3.588356367180815,1.1718925140887986,1.117010176215815,4.9120460406777084,3.886166888881859,55.85050881079076,95.31677716060358,79.11503387182604
51,B0047,3.556490166703761,4.2147703930516265,3.540564620075307,1.1533633755043446,1.120043039721982,4.834976458608713,3.885206841818043,56.0021519860991,97.11102879716532,80.35627215723879
52,B0047,3.5248733981838285,4.2146098534342125,3.5772370908298927,1.1536141229739765,1.1059773445917065,4.835908068240821,3.83409827657707,55.298867229585326,95.87064882150852,79.28393638739738
55,B0047,3.70725869666796,4.214660533286898,3.5682279563932773,1.2289608184497351,1.2012387088454022,5.161923507516556,4.176770357722922,60.06193544227011,97.74426416301029,80.91499906267306
56,B0047,3.505567868383663,4.214635838086644,3.5379221403192456,1.2308973259355815,1.1906909549024802,5.15597200964246,4.144342891126707,59.53454774512401,96.73357231460868,80.37946837911744
57,B0047,3.476136600153916,4.214689689274064,3.5535226905326165,1.2183440750356211,1.1764375730308343,5.102164725858831,4.084004756295887,58.82187865154172,96.56037215894357,80.0445492399981
58,B0047,3.50093500661594,4.214550873908813,3.553451121908372,1.203165363462061,1.1628110372792353,5.038660179588372,4.063996118091832,58.14055186396176,96.64598671069557,80.65628506869928
59,B0047,3.4997967437734965,4.214584176739055,3.554059221552897,1.1977579449168607,1.1516152840582583,5.01549872592575,4.024152145256463,57.58076420291292,96.14758048114597,80.23433690562236
60,B0047,3.713217388566654,4.214609316114728,3.53526917868887,1.179842234802343,1.1583673498348623,4.957139320319584,4.025782962171218,57.91836749174312,98.17985114161657,81.21181798682386
61,B0047,3.71027320107826,4.214666761282902,3.5724883042875466,1.2041140142627444,1.1692285288386206,5.059265852946956,4.064930675020715,58.46142644193103,97.10280878630222,80.34625562625745
62,B0047,3.5204163624001654,4.214550944946678,3.551731070998565,1.2018784014817832,1.1588148476218465,5.035183085179882,4.032402266208716,57.94074238109233,96.41697913808552,80.08452121785476
63,B0047,3.5085848009876472,4.21458337069979,3.5245806371628228,1.1881656236695757,1.1439588147705455,4.975157982825813,3.991212180086739,57.19794073852727,96.27940684207812,80.22282295083606
64,B0047,3.488531214297682,4.214661268684299,3.53648203402371,1.1785946763738593,1.1383941068159398,4.93509962805931,3.9565963116150704,56.91970534079699,96.5891098641644,80.17257218312676
67,B0047,3.706368522556952,4.214598784429671,3.5585195484894734,1.2300695255545853,1.2031062978889062,5.165868729420437,4.196941664910836,60.15531489444531,97.8079915723851,81.24367622832905
68,B0047,3.484130501117753,4.214587782485934,3.536488285540846,1.2320447335083953,1.1897147112197684,5.156688702885648,4.153751480711932,59.48573556098842,96.56424631854988,80.5507510737951
69,B0047,3.47042287904985,4.214698461019103,3.544213462941368,1.216444635656629,1.177422568842014,5.091269462114284,4.104697344638632,58.8711284421007,96.79212142741282,80.62227653010626
70,B0047,3.4867059927147284,4.21468398562654,3.5332002817283263,1.2057075464631826,1.158443027293818,5.048143606394799,4.051745529584168,57.9221513646909,96.07993503001536,80.26208930450332
71,B0047,3.4834897796480617,4.214562059464413,3.532686662472877,1.193678966198881,1.1567087516841796,4.997366884354892,4.014765260913163,57.83543758420898,96.90283438331596,80.33761286332746
72,B0047,3.714132242132723,4.214567975051148,3.532686662472877,1.1776446585938447,1.1567087516841796,4.948770698900117,4.014765260913163,57.83543758420898,98.2222220636008,81.12651616300306
1,B0045,3.701650673940071,4.212505544111033,4.882792968425677,1.064541806594241,0.927952404748273,4.471668476389106,3.465636899218774,46.39762023741365,87.16918386860215,77.50209832230883
2,B0045,3.664881730012674,4.214912115100189,5.051204682848547,1.0439060394200663,0.885193608411576,4.38502376348322,3.328953235269964,44.2596804205788,84.79629152287865,75.91642405663104
3,B0045,3.676400672516339,4.215772211395993,5.159753157309547,1.0106113018085985,0.8581010699478283,4.245996262238349,3.2215702037779463,42.90505349739141,84.90911079384956,75.87312858536622
4,B0045,3.683323918037541,4.216186982840325,5.257606688503525,0.9858770599960306,0.8409352213456689,4.142231848998848,3.143913761639466,42.04676106728344,85.29818325918393,75.89902922501382
5,B0045,3.689718260122667,4.216835157279528,5.33148142545844,0.9646419236983228,0.8245471942901911,4.053169978949607,3.0740008030225137,41.227359714509554,85.47702251307663,75.84189212363484
6,B0045,3.7090139414294345,4.216709191560564,5.436564738672197,0.9441423038006652,0.7935960418803983,3.967103699468426,2.9706775174483657,39.67980209401992,84.05470644475524,74.88277954131684
7,B0045,3.710797325023185,4.217632030421649,5.369513571143347,0.9498875089993516,0.8183676087159205,3.991425606639015,3.053603361463492,40.91838043579602,86.1541604624342,76.50407805132018
8,B0045,3.700196793390264,4.2159992807751845,5.41868151470048,0.9400141674801488,0.7977644276409412,3.949478669475437,3.0016799414433293,39.88822138204706,84.86727703045905,76.00192816947174
9,B0045,3.7033357308618897,4.217820005542926,5.486052400231966,0.9228013585286928,0.7993777411831636,3.87767527751204,2.953484356858143,39.968887059158185,86.62511533984791,76.16636632743348
10,B0045,3.704656559266893,4.217270197581081,5.526862467548432,0.9106038365299224,0.7783107440628891,3.826226870128266,2.908427776428305,38.91553720314446,85.47193772308621,76.01294630840346
11,B0045,3.7085641322556575,4.218979748286235,5.524340445109877,0.8982506707126527,0.7803738231239117,3.774843374488342,2.8886148142629136,39.01869115619559,86.87706545265141,76.52277267409667
12,B0045,3.715368176483728,4.219637943167753,5.437646165295623,0.8868222110860322,0.7713058245640294,3.727191606785903,2.90336393765247,38.565291228201474,86.97412118483844,77.89682538366063
13,B0045,3.711523478532834,4.218222306090944,5.387876223930985,0.9472499698979328,0.795279016979026,3.980525800683397,3.0016978544503896,39.7639508489513,83.95661570353158,75.40958166720193
14,B0045,3.7049812120062255,4.218112683702072,5.464388359653779,0.9236774122410558,0.7824128169919247,3.881178612577582,2.9437846169055613,39.12064084959624,84.70628453429532,75.84769758768007
15,B0045,3.705980078105491,4.218880565433784,5.524738015784687,0.9047765525072796,0.7649414992231182,3.802011593895903,2.8773385187070533,38.24707496115591,84.54479695603779,75.67937255442871
16,B0045,3.708586843415145,4.218644074138911,5.583469215581932,0.8888502922807705,0.7544899426779375,3.7353753806013335,2.8319830932960506,37.72449713389688,84.88380430656468,75.8152208209968
17,B0045,3.710897789405288,4.218453827207942,5.578886317161911,0.8761937452317888,0.7504048978314295,3.6822863485373074,2.804433224555617,37.52024489157147,85.64371771826754,76.16010703973647
18,B0045,3.717759864346713,4.219752283973944,5.61028902726241,0.8629585963234719,0.7407258109620256,3.62721501849882,2.753905669298891,37.03629054810128,85.83561414392256,75.92341935214631
21,B0045,3.720607484155064,4.222305913821396,5.595910408337988,0.8351120304013379,0.7287255851177903,3.5102671504597165,2.728497566342504,36.43627925588952,87.26081754175898,77.72905734497076
22,B0045,3.7138118232040656,4.221784445246759,5.592788474303209,0.8448360644111953,0.7161023377036263,3.55073278605044,2.7008532801591274,35.80511688518131,84.7622832250551,76.06467292525686
23,B0045,3.7213196827706265,4.223074460456042,5.604814182340816,0.8332452099985156,0.7129204834988017,3.502926180337411,2.671646217121399,35.64602417494008,85.55950576662441,76.26898426001254
24,B0045,3.713347908540216,4.219807321060552,5.599014430405147,0.8395378752619492,0.7141991829499618,3.5283925109072496,2.674409195425929,35.70995914749809,85.07051367124089,75.7968164584462
25,B0045,3.7147998616430575,4.221367342382062,5.64364629766913,0.8312583584651428,0.7190570819844222,3.494043926571563,2.649133637605219,35.95285409922111,86.50223780150709,75.81855561285431
26,B0045,3.716228300526997,4.219942858769266,5.611637572967259,0.8235174466421186,0.7173975428775917,3.461120214390085,2.628477194030785,35.869877143879584,87.11382446149388,75.9429615620552
27,B0045,3.717008113751777,4.221635921773357,5.5652806396443495,0.8181554753566072,0.7071027496463946,3.438720733979373,2.624136176718446,35.35513748231973,86.42645205523947,76.31140705287022
28,B0045,3.7226572451876834,4.222839437547596,5.61642298875812,0.8117277638649067,0.703531206505542,3.41216543174312,2.586756631848369,35.1765603252771,86.67083199862417,75.80982468739543
29,B0045,3.716676050104463,4.221691919736847,5.53223063241722,0.8154614046821067,0.6941108278958862,3.4274593511421294,2.6089581654915133,34.70554139479431,85.11878353905334,76.11930290645554
30,B0045,3.716661969897721,4.222629588756158,5.503886614952211,0.8117186701263559,0.6914114388869608,3.412259216925319,2.5973116179531366,34.57057194434804,85.17870345144735,76.11706651915775
31,B0045,3.7152402001520177,4.223242169713799,5.497952131736293,0.8103762882999066,0.6971551798505504,3.4063378632945778,2.5844998478084467,34.85775899252752,86.02857585000623,75.87326775943308
32,B0045,3.714941505220087,4.223836162385681,5.483101061511563,0.8076443273813511,0.6832460217432723,3.3948476740584708,2.571169204254496,34.16230108716361,84.59739003659952,75.73739534477303
33,B0045,3.723443030588441,4.225006681394514,5.566005449945978,0.79808985021322,0.6822029317493292,3.354962519907699,2.566229527491437,34.11014658746646,85.47946469524327,76.490557264468
34,B0045,3.718999446501461,4.224550380615736,5.501774113882899,0.8601388677015213,0.7289529213213379,3.61542556691582,2.7089552212084453,36.447646066066895,84.74828294520154,74.92769996422165
35,B0045,3.716472941743101,4.22151907781768,5.378968730512929,0.8402656451443261,0.7139321758287004,3.531913652975684,2.693388811060704,35.69660879143502,84.96505598608326,76.25862565443774
36,B0045,3.712292921935264,4.224191818643416,5.489006708872819,0.8331929775274113,0.6957731747455482,3.50215404336806,2.628692879662383,34.78865873727741,83.50684577423216,75.05931626966188
37,B0045,3.7157068318419415,4.221893290121031,5.542417346072404,0.8186391111741362,0.7018312962317095,3.441131714486427,2.5912002705746646,35.09156481158547,85.73146416436241,75.3008162886142
38,B0045,3.717040453824664,4.223198785855621,5.4015009078715535,0.8077558059719419,0.6911808244378487,3.395321465807769,2.595500545657148,34.55904122189244,85.56804164424136,76.44344053412514
39,B0045,3.722642571161788,4.22647944647443,5.573334070993587,0.8038028715494545,0.6843279752855028,3.379352637180297,2.5260583143586306,34.21639876427514,85.13629392320466,74.74976972117217
40,B0045,3.717896498249287,4.224910195474122,5.411298032484504,0.798343725395922,0.6741394908812485,3.3557721936734253,2.55453860413581,33.706974544062426,84.4422608253009,76.12371927247725
41,B0045,3.716143386106004,4.223864178521728,5.609220112045563,0.7861742165860802,0.6670070174301739,3.3048802241185014,2.459115646510488,33.350350871508695,84.84213846730009,74.40861634150141
42,B0045,3.718560686189976,4.223442953484142,5.479149164634133,0.7868373493803787,0.6804085117374855,3.3073545011141112,2.5058255488381587,34.020425586874275,86.47384523285477,75.76525431410663
43,B0045,3.717927309964152,4.223236935732347,5.450121102770033,0.7832540895423556,0.6617864063235485,3.2923819968517303,2.4934984576037014,33.08932031617742,84.49191841567287,75.7353934017394
44,B0045,3.726199631119247,4.225164705832692,5.38954501789485,0.7748779427578076,0.6623168733492338,3.2576835880031085,2.48140413934041,33.11584366746169,85.47370325086729,76.17081500728125
45,B0045,3.715210312406165,4.225631132785569,5.415441046707434,0.7863143169289342,0.6679358357181778,3.305358839517302,2.474672407179205,33.39679178590889,84.94514487881884,74.86849468787462
46,B0045,3.7178990959515295,4.225902044238635,5.363758422929788,0.7765409516107377,0.6488990885270688,3.264486908702064,2.4716511256420506,32.44495442635344,83.56276474294006,75.71331099700322
47,B0045,3.716675579897087,4.227187917644535,5.389849958213524,0.775863706150174,0.6503639129625527,3.261772822245881,2.4516701838977766,32.51819564812764,83.82450523296808,75.16373204096074
48,B0045,3.717149586483315,4.223838331509187,5.370912099176496,0.7701940887133248,0.6572077690202801,3.237592939160495,2.4338385030251746,32.860388451014,85.33014971826152,75.17432082293418
49,B0045,3.727676834010307,4.227808887492154,5.35727506596999,0.7594551571806358,0.6363517458476216,3.193199226225287,2.422288686228208,31.81758729238108,83.79056219856122,75.85773747952518
50,B0045,3.716942690396085,4.225283146322072,5.334414144210327,0.7703788031722025,0.6536449360948587,3.2387920552329548,2.4391289151224984,32.68224680474294,84.84721196940171,75.30983383701862
51,B0045,3.716404165353485,4.223224193777394,5.256316495081481,0.7665866343640488,0.6391428272150887,3.2226511953012325,2.432138407049888,31.95714136075444,83.37515925324136,75.47011015638469
52,B0045,3.7146638217628216,4.228180789965983,5.346046374570866,0.76594623744339,0.6482206049496236,3.2202447720999148,2.399673017224836,32.41103024748118,84.63003971574868,74.51834214639574
53,B0045,3.718906259301404,4.226473707945896,4.302399643301917,0.7561593508452985,0.6287957471922729,3.1791342786270014,2.39375403778532,31.439787359613646,83.15651277595816,75.29578268770484
54,B0045,3.7261129810635167,4.2288292167353845,5.696604594461062,0.7501495418330831,0.6380571850193401,3.1538182563075976,2.39827320119566,31.902859250967,85.05733183015329,76.04348146565336
55,B0045,3.723679380397729,4.22459318481904,5.355871911890707,0.811338354921207,0.6554825047832906,3.411252921337317,2.5465184020066576,32.77412523916453,80.7902770536403,74.65053048626906
56,B0045,3.717319570548759,4.226874973344554,5.3368594949555535,0.7974294946492695,0.6484934835397033,3.352345850142985,2.51655850976316,32.424674176985164,81.32298690869565,75.0685824869717
57,B0045,3.7160926854681953,4.22709690449861,5.389951495023296,0.7869200128336233,0.6454071687844921,3.30834874355763,2.471559637536976,32.27035843922461,82.01687061693131,74.70674433431059
58,B0045,3.7165515582378745,4.22524346926149,5.455272824320735,0.7779649837829054,0.6427008031845645,3.2706162296638848,2.44524885704547,32.135040159228225,82.61307598439586,74.76416324445267
59,B0045,3.717467752267382,4.224862450834921,5.381418715602063,0.7688098396930809,0.6352454880802477,3.2318104466376067,2.4382846308093824,31.762274404012388,82.62712770869922,75.4463998142647
60,B0045,3.724970238559137,4.227048667602161,5.605321116483993,0.7614259815524137,0.6156760019587869,3.201278061022024,2.324120828519961,30.783800097939345,80.85828654067356,72.5997799696904
61,B0045,3.727786811583755,4.22855891544696,5.682114573612562,0.7401480442825068,0.6170833682807023,3.1120240968738764,2.344144486314564,30.854168414035115,83.37296478016066,75.32539637688953
62,B0045,3.718302911884255,4.228609711004787,5.477723439800922,0.7761397072129257,0.6434227390858672,3.262992864217689,2.422879991854705,32.17113695429336,82.90037645366223,74.2533034143057
63,B0045,3.720597747057886,4.228083348653295,5.353966489989923,0.7597413794069432,0.6278124433742752,3.194090928008468,2.412017019044377,31.39062216871376,82.63502033604486,75.51497666812766
64,B0045,3.717088396680426,4.225000124664818,5.4599287053886005,0.7586942161400899,0.6290078315253372,3.1893952354301565,2.3725244281043154,31.450391576266863,82.90663328441579,74.38790908535144
67,B0045,3.728048220364857,4.227592158324971,5.517709013736399,0.7852941412016532,0.6495813516716594,3.3017810993840766,2.468043088038878,32.479067583582975,82.71822207633859,74.74884051214885
68,B0045,3.7215016712728417,4.228189179521998,5.499789947914252,0.7733217428880262,0.6337485177966306,3.25129242528982,2.4377722626047698,31.687425889831527,81.9514676297411,74.97856063769677
69,B0045,3.7207872697071,4.227651941375762,5.6014110461301305,0.76130258962216,0.6298550929085645,3.2007817058027013,2.389798295501456,31.49275464542822,82.73386975094438,74.6629578383614
70,B0045,3.721940300176216,4.226519047533556,5.525002947586624,0.7513233522150197,0.6183063778386736,3.1589093860101816,2.376790709421466,30.91531889193368,82.29564221793572,75.24086382305003
71,B0045,3.7196766118738966,4.227989319848853,5.526212655961261,0.7477122441708034,0.6069476168507777,3.143378904682125,2.349540799417883,30.34738084253889,81.17395717170172,74.74570742706823
72,B0045,3.728852090670189,4.228866330058442,5.526212655961261,0.7366627801308837,0.6069476168507777,3.097526758574898,2.349540799417883,30.34738084253889,82.39151389499285,75.85215504316915
1,B0048,3.5861723768930376,4.200007843220914,3.604823803344896,1.4924424890529957,1.5076933476098775,6.216606090096005,5.224072277146357,75.38466738049388,101.0218724452531,84.03415306414693
2,B0048,3.416236520758666,4.200417578681298,3.583958295033202,1.500789034394313,1.4989223343608031,6.23766074905401,5.186644817819354,74.94611671804016,99.87561875848436,83.15047942621678
3,B0048,3.4088142579534795,4.200725510006038,3.6052505877215104,1.4907012381450298,1.4782919502497789,6.197404286298676,5.118125472491695,73.91459751248894,99.16755366013564,82.58498616601358
4,B0048,3.4461783802492785,4.200683998663356,3.616180467742274,1.4740220650797191,1.461856891390611,6.131433108932365,5.0605702737713685,73.09284456953054,99.17469527917476,82.53486882861125
5,B0048,3.471939824249634,4.200126636671804,3.614448402695571,1.4575459299891902,1.4509592706473475,6.066448611085736,5.01744262448878,72.54796353236738,99.54809936302377,82.70807100088149
6,B0048,3.6249348414185527,4.200220495652216,3.587794599172672,1.4447646333368462,1.451746997147108,6.031808984536941,4.994783380477559,72.5873498573554,100.48328728771104,82.80738652835517
7,B0048,3.613368686604084,4.200125468090945,3.627135624576245,1.4536013989750722,1.444392866287476,6.066199285549588,4.983657031269384,72.2196433143738,99.36650221346174,82.15452207679775
8,B0048,3.490265887520476,4.200049454373003,3.619354172213253,1.442031939653512,1.432738323965376,6.0070123161670494,4.943866212614181,71.63691619826879,99.35551942834437,82.3015827570129
9,B0048,3.488496904226756,4.201048794270744,3.6273420489205535,1.428507697849675,1.417241201438662,5.950428790731034,4.885320049397578,70.8620600719331,99.21131006658402,82.10030270436017
10,B0048,3.5048451223939483,4.200078655310843,3.625878342180752,1.413035594872104,1.4057559944573452,5.889700379706116,4.842510892885038,70.28779972286726,99.48482540417407,82.21998710784452
11,B0048,3.5054601776469907,4.201082949531764,3.64406977576774,1.4019344324888263,1.3902706269897065,5.842692820308668,4.785051930806761,69.51353134948532,99.1680206128889,81.89805759040347
12,B0048,3.668492280056649,4.200630237220086,3.6052196395935394,1.382282689581961,1.4196659307880326,5.775852260990446,4.875051577741925,70.98329653940164,102.70445701793294,84.40402138862792
13,B0048,3.632293048600681,4.200383819690909,3.6461008452381,1.4298018547784068,1.4190563985232272,5.968113066530685,4.889351797768081,70.95281992616135,99.24846535768098,81.92458392230668
14,B0048,3.5104207241762544,4.201045006217389,3.6486921294526655,1.4160070081671432,1.404272356704056,5.90050648030906,4.8392666199324585,70.2136178352028,99.17128577786656,82.01442767806239
15,B0048,3.520530738681565,4.2007392882034775,3.625386319994616,1.3988671226119307,1.3916140490958342,5.830370966234812,4.7867995091044095,69.5807024547917,99.48150375408396,82.101113922699
16,B0048,3.511799190383836,4.201017795499867,3.6449171157885454,1.3869007206959627,1.3749618350294734,5.781947538452751,4.725971266022117,68.74809175147367,99.13916796722852,81.73666804467041
17,B0048,3.530063823402696,4.201188828009748,3.667978670442076,1.3709042401596805,1.3545155713071164,5.71734463110774,4.654059053640754,67.72577856535582,98.80453584047162,81.40245785286913
18,B0048,3.684341590082259,4.200048808377884,3.6608637731214055,1.3467474940719326,1.3440223073315984,5.630764807431003,4.605212746614256,67.20111536657993,99.79764679330536,81.78662942086817
21,B0048,3.5737194256437537,4.200018851443315,3.688154672469289,1.3266894188907756,1.318410575267441,5.538371121182324,4.518947433321346,65.92052876337206,99.37597726299376,81.59343847576336
22,B0048,3.5830673356802167,4.20097618588154,3.666477062659913,1.314799200826912,1.3112727599578604,5.4886258015668,4.489940962506668,65.56363799789303,99.73178863610246,81.8044648120292
23,B0048,3.698860992905925,4.20033408141204,3.684461875705484,1.301473787957628,1.2970172419001187,5.44607574417366,4.433682068621726,64.85086209500594,99.65757696399687,81.41058400381198
